City,Min Price,Max Price,Common Price
Cities,#N/A,#N/A,#N/A
Caloocan City,#N/A,#N/A,#N/A
Caloocan City,51.48,51.48,#N/A
Caloocan City,39.39,54.25,45.50
Caloocan City,38.39,53.75,53.75
Caloocan City,30.94,40.25,40.05
Caloocan City,38.65,41.45,#N/A
Caloocan City,39.39,41.30,#N/A
Quezon City,44.70,48.45,#N/A
Quezon City,45.35,51.85,#N/A
Quezon City,38.60,54.97,45.10
Quezon City,37.20,49.00,44.10
Quezon City,30.80,38.37,34.25
Quezon City,36.20,39.60,#N/A
Quezon City,39.79,47.42,#N/A
Manila,47.10,51.70,#N/A
Manila,46.95,56.07,56.07
Manila,43.20,54.07,54.07
Manila,42.70,51.10,48.95
Manila,32.90,39.56,38.50
Manila,34.90,41.56,41.56
Manila,40.57,46.85,#N/A
Pasig City,52.40,56.05,#N/A
Pasig City,54.55,54.65,#N/A
Pasig City,43.65,54.05,52.30
Pasig City,42.90,53.30,42.90
Pasig City,34.05,39.90,38.95
Pasig City,38.10,41.90,40.95
Pasig City,40.93,43.22,#N/A
Taguig Cty,46.85,55.18,55.18
Taguig Cty,54.16,58.61,#N/A
Taguig Cty,44.85,53.68,53.18
Taguig Cty,43.85,56.61,52.18
Taguig Cty,34.30,43.12,38.94
Taguig Cty,38.15,40.94,40.94
Taguig Cty,49.09,52.10,#N/A
